"Data Source","World Development Indicators",

"Last Updated Date","2021-03-19",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Dominica","DMA","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Denmark","DNK","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","29.0073425021526","28.9217726269394","29.1084013339866","26.7183740155549","26.4858100015635","27.0707201207383","28.1355818230557","28.6034347909097","28.5258745967269","28.047752211861","27.0991933638922","27.8065207450549","29.0103743049736","30.5028085981571","32.7433601297233","32.221692168643","32.4458380109584","31.3966603125253","29.724606837575","29.1293907906124","29.486004148959","30.8480828734079","31.5602806701656","31.6608320178835","31.8798206458533","31.7470263981277","32.0466262429374","31.9265707768313","31.594119030262","30.1671958268026","30.1171896655578","30.1407778844165","31.2922144945636","33.071767670922","31.8602911588695","35.0930011659876","33.4215407090296","33.1838392200882","32.7372366745839","32.7534892718105","33.4463982120414","33.8197526581539","36.5002916609685","33.9216190603815","33.2950594843919","33.3998795843063","32.1743661325984","34.0357292257588","",
"Dominican Republic","DOM","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","13.8522692965684","13.4382463323098","14.4204805687528","16.0813514114248","13.2633177274453","12.5373329554621","11.3509631632308","11.0314977813341","10.3071894458166","9.71261555552617","7.97832450347147","8.45715029390712","9.02277039848197","9.69124558967762","11.2818955384209","11.2446214001321","11.7008873533127","12.3845917958153","10.2967892812138","7.59081769750237","10.8703353744348","11.154462739231","10.5341580182278","10.5746248414903","10.3443425273024","11.4087879235409","11.4316696606051","11.5292954825114","12.1644136566424","13.380506984261","13.2167276133633","11.7451429759239","12.5218843182069","13.6981611225895","13.9947598933802","14.8862683657572","14.1610535172645","12.6359093525485","12.2074011256071","12.2976255129891","13.026482967012","13.5035356325677","13.3864470358699","12.8118479607644","12.9108685474986","13.0307510592882","13.0249349886087","13.302778595008","",
"Algeria","DZA","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"East Asia & Pacific (excluding high income)","EAP","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.23469087606655","9.7387845485022","10.3191432512812","10.8631418545714","10.7435311497277","10.6468308336797","10.9073605319445","10.8445921269124","10.6189800789107","10.3413860680566","10.0695794062927","9.78193645677263","9.95029590210482","9.6649001663588","","",
"Early-demographic dividend","EAR","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","12.5998248039809","12.9217548993436","13.4472272820618","13.6791098416364","13.8497677248782","","13.8932150543969","","13.7704687778122","13.1082661384161","13.5601674832083","12.9573540097308","12.882641074984","12.3706831564449","12.6827684576874","12.2907683867995","12.0597901100399","12.4312878340617","11.5196608091941","11.9619572368845","11.9287665690461","12.2405883042127","13.044220944593","11.7313266077471","","","","","","","","","","13.2738028515146","12.4719686731487","12.3453086869334","12.3499445610597","12.4348390413925","12.6510710236325","12.3990709703953","12.9553013258436","13.1127392474302","12.986523241852","13.5190753466006","","",
"East Asia & Pacific","EAS","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europe & Central Asia (excluding high income)","ECA","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.4846159126819","","","","","13.6732087433821","","","","16.9465202412285","15.1140297455398","15.2616405140959","15.8521502296296","15.4316714730809","15.1964392804672","15.181848454625","13.9129400073357","13.1145318405322","13.5380700792728","14.1289430541462","13.5928851592559","",
"Europe & Central Asia","ECS","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","15.4127766818253","15.8071345665804","15.5884192733949","16.223919157642","16.3132279157834","16.2310932796704","16.1478110823986","16.7795050843647","16.8443652322401","17.2052773846247","17.2193059975898","17.2180525382896","17.5061024894377","17.871969297199","17.7958095049755","17.8154845939892","17.8429129886888","18.1931313337711","18.9146842630517","18.82192721544","18.5038430184213","18.7465035333562","19.4395898308629","19.5697976804547","19.9825259366113","20.290426687068","20.0982307698591","20.3402358032264","19.9900143975257","19.5055244929142","19.3065776213065","19.2532028586274","19.8282895319394","20.1266472872284","20.2928964490439","20.1202776623829","19.1475671185905","19.447997433106","19.6702390035449","19.8047769873599","19.925747994798","19.9001222559179","19.6592405479535","19.5877097739095","19.3943849224066","19.5497726609524","19.5478015470965","",
"Ecuador","ECU","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Egypt, Arab Rep.","EGY","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","20.5216145931482","17.3313844226352","25.5179722042899","23.0710966447624","21.285197869102","","26.2442996941523","21.6957605985037","21.0827067669173","18.4462025316456","17.254691689008","16.3197278911565","14.5708737864078","14.349025974026","13.838961038961","13.2348643006263","14.7377777777778","18.4802300503235","18.764175257732","19.0474285714286","17.6230392156863","17.4629468177855","15.9646483640466","","","","","13.4077593032462","13.3499401197605","13.8359777457243","14.068635097493","15.8295127084345","15.3498523093448","15.3205248464545","15.6613605833813","14.1300762473065","14.0086354022318","12.3849047590613","13.4980649322726","12.2201408450704","12.5192110970171","","","","","",
"Euro area","EMU","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","13.8979666348239","14.1233880152529","14.2190587009656","13.8077970176718","14.5106892739605","14.6671076219248","14.8339678577377","14.9276386882941","15.3537282619701","15.3651594121107","15.5811017095236","16.0209844542885","16.0972616329996","16.2308232514182","16.8037776632118","16.943152738868","17.0887203896821","17.2781206246068","17.2221812157555","18.0764818736499","18.1813831040517","18.0325163798374","17.9266841334008","18.7023080056898","18.876826661513","19.328351813135","19.6559348375262","20.1229219233054","19.9261359967556","19.5294803405578","19.1307857829288","18.8997390389239","18.6211700437808","18.795805509912","19.195755382954","19.3083254207","19.1857325870173","18.6655317190855","18.8638291745547","19.0000462993762","19.5098069144847","19.8305483330677","19.8240329028286","19.7184856911992","19.6795866771763","19.1957645490107","19.3462465354977","19.4708118278107","",
"Eritrea","ERI","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Spain","ESP","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","8.95880346038568","9.32085520395397","8.58082145306388","8.76214905113099","9.02178949367871","8.90040839400032","9.49949552277194","9.67015838856672","9.67019778791657","9.96808283417272","9.22764564541781","10.6384419304637","10.5896295761027","12.5851834967932","14.4300104137116","15.5655538217909","15.3969612946302","16.7279526975651","15.7108074227673","15.7769725191823","16.0214623643879","14.8820060998097","15.1067692126611","","","","","","","","","","","","","","","","","","","","","","","13.7223107291971","14.2212397684517","13.7597086052707","",
"Estonia","EST","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.987510256676022","1.29781663286836","22.8651534250151","21.8758238735531","21.9958226855022","22.1391991074972","20.9059381534434","19.6602658932187","19.2069267873122","19.6223799202232","19.8219290128132","20.2351824423296","19.1117794755049","19.9716500588989","20.2261844093782","19.2786083855032","21.3999468470274","19.6644155615539","19.0728254061076","19.8039005277181","20.0373112685327","20.6119031773554","21.5133949870117","21.5924245541388","20.9206250313315","20.9548187431581","21.029555405594","",
"Ethiopia","ETH","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.6391896656738","7.45060832431908","5.60078100255619","5.91191030957921","7.67825093616745","8.42952152649884","8.95248838813134","10.5227644109401","11.2621453760978","10.8848189783442","","8.08387167264084","9.70983167885198","9.11689550681182","9.68076220287628","8.72441638457737","8.26284585481565","7.81252966616113","7.81414425408042","6.58118138102551","8.1634410798229","9.20935861701915","9.37759471505438","8.76472537700643","8.81195539315636","8.35133826701354","8.08706553329928","7.6039292287321","7.519920423209","6.66174132174475","",
"European Union","EUU","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","14.6246552930312","14.6996129340639","14.2311853712867","14.9924766518979","15.1764546208318","15.2973431884206","15.3405708046396","15.7190194572332","15.5886162200869","15.74840550823","16.1895791385454","16.3219481400102","16.5770007287343","17.1272493026249","17.3330625201321","17.4779156439639","17.6205679519237","17.7906613973839","18.5570055329658","18.5298382215468","18.3379841236491","18.3520155238182","19.424229815382","19.5474232516209","19.9040491655192","20.2557782406245","20.6117718800619","20.3894270833045","19.8844962462462","19.5126872253139","19.3492999310103","19.115493015336","19.3643359073106","19.7075180124599","19.9356690646305","19.7490586273728","19.1745583608475","19.3648965996519","19.4716807643905","19.9210182396118","20.2015414374107","20.2561833624952","20.153789451849","20.1364940487316","19.6737906563696","19.775266937426","19.9104763559982","",
"Fragile and conflict affected situations","FCS","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Finland","FIN","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","21.7655198436793","22.0037200489075","21.3482805449141","22.1594666986668","24.7020696621919","24.2205044173495","22.4186787662939","21.1877651294432","21.4581149543446","22.527559288674","22.1623143898375","22.3375910623963","22.7384036156607","23.4778737211428","23.9744185733007","22.6659781927825","24.1892219352677","24.6482812440683","24.4185815241011","24.4393998067577","24.884005000447","22.41930067482","23.1086270776608","20.7023917036195","21.9106021570683","22.6158997175269","22.7094642827498","22.3872482586908","24.2403365532607","21.88995215311","22.4674380076236","22.0581354737099","21.8124440973053","21.7928555380813","21.4202675581416","21.0651513855628","20.4910817697475","18.8828426328908","18.6012766884763","20.0178789684744","20.1355969299184","20.6434972420848","20.6315219650357","20.4707051115264","20.8134499213858","20.7676612092966","20.8350451930978","20.6529872462129","",
"Fiji","FJI","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.7570707070707","21.871694417238","21.6010076879642","21.410668253024","21.4956593324353","22.2061424086037","21.2021419009371","","","","","","","","22.1900155920428","21.348064225041","23.187023319146","","","","21.7790468624783","23.0228528577053","23.2333296664115","23.645544892533","22.7244657944741","23.7387508770779","23.4854610295988","24.6699420835466","23.9932619787822","22.6768381902628","",
"France","FRA","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","18.6753382737298","17.8442511053678","18.8734543972722","17.7218201624997","18.8399901351678","18.2407944498832","18.2572364059547","18.8316897062058","19.2919191523624","19.3675732164903","19.6002125614414","19.4442146496727","19.5674134255901","19.6514605775957","19.6597690889594","19.8706458386443","19.2124499487064","18.9060014414972","18.7342473161179","18.9182261505155","18.4666925687877","18.3840765665474","19.0841169775623","19.46320734351","20.385844541016","21.1008549811762","23.0269932006604","23.6319940271192","23.3918915720097","23.374463658822","22.5672285869574","22.1169755179785","22.1629571031778","22.2954802211897","22.5778088478701","22.1220175547039","22.0052399642638","20.7014276846679","21.9526594894273","21.8164964590897","22.5307400790117","23.2109178727076","23.1614153174882","23.197715462657","23.0648275010082","23.6293346543377","24.1956261037571","24.6732088116129","",
"Faroe Islands","FRO","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.28801638335656","4.39601604940122","4.6611358838246","4.96407310466763","4.89180155643093","5.46654155675152","12.5440666117082","5.41824367855025","6.00349148812455","10.4078806698616","25.1962738500986","","",
"Gabon","GAB","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.0605243331958","16.0588356064828","15.1052288790252","12.8300685455322","11.4680637070479","11.0849703006568","10.2183913092029","11.4794980549971","",
"United Kingdom","GBR","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","23.0184853204808","21.0715830724992","23.7460735062314","24.2656075553197","23.8006952491309","23.3257744536389","22.1542220674458","21.9037787093631","23.876065932529","24.639426203616","25.8661393285258","24.6485304999056","24.7776311010935","25.1335734201353","24.5006836277848","23.1587950829559","22.990749915473","22.7622715847149","24.1512945995683","24.847137041141","24.2803159914902","22.9810917661155","23.7970949924584","23.2775635702372","23.1348753644275","23.7076085415606","25.0269477124052","25.5158473339994","26.1674566079892","25.6658525519119","24.9117882481201","24.5473862680262","25.1679382605323","25.5078158011966","25.6831712570758","25.866922696234","26.486243742653","24.1673521530303","25.3593328534946","25.8436639948331","25.0708833215268","25.0712498505984","24.8911364559143","25.0391257533012","25.4061806714077","25.6209612838357","25.5903080906439","25.3431273689335","",
"Georgia","GEO","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.33388219280335","7.2419904024213","7.90304655388361","7.65170194105674","7.35241234641894","7.61668454935622","7.03284641701988","9.92742485469703","12.1100775327212","15.448262859049","17.7152843978392","23.8092991313192","23.1385522072723","21.0452029182095","22.771962462763","23.1793090023616","21.9902703799168","21.9991003727027","22.2472373655518","22.2870856122335","22.058260715968","21.7399785647341","19.6245262819709","",
"Ghana","GHA","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.4367986938714","13.1595956217207","10.7686571823574","13.1492471785336","","","","","","","","17.1929278946802","17.4931112111661","18.4776861347961","21.7521055188451","21.321508315786","12.8070716641833","13.8779845463992","13.8959679074555","12.6124615220586","13.3883874032931","14.8657903615734","15.3681810106551","10.743261345529","10.9402152190858","18.262152392548","11.2906020636701","11.8533680530445","12.5697544634373","12.2833366193408","",
"Gibraltar","GIB","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.4100354437417","12.1055381993752","10.745532410646","10.8417838670524","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Gambia, The","GMB","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.2047799785766","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea-Bissau","GNB","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.3228332008281","","10.1698267849867","",
"Equatorial Guinea","GNQ","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.66888288644266","7.54668815352279","7.78635988913296","12.7630966475237","7.5861592239033","7.01579011244965","8.7422190526891","8.51634994290945","8.29890080820683","11.4567349338539","6.38440698934831","5.9818468716613","6.08459828229718","9.58653208869661","",
"Greece","GRC","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","12.9026793365099","12.4836409863765","12.6364095835058","12.7029404649114","14.0997523673981","13.9649090513545","14.2863224980642","13.8960547699604","13.7711686074105","12.3228294313913","14.9348711246075","15.5978497531318","13.9701621457073","13.8121185503963","15.5925836905508","16.3554571982831","15.0976367492204","13.0002973914375","15.1212905697291","","","","","18.5808412893887","18.6360885224104","19.5219017055599","20.5280821593339","21.4330462877261","22.4705218385946","20.9377727894608","21.2668772305506","19.707676765013","19.1347300569519","20.3265057474338","19.9792007372315","20.2428425141791","20.2136126149472","19.7756801998951","20.2140014614869","22.0737324684781","23.9100761476068","24.0204665844721","24.6719291943507","24.7565197998339","26.3683729065079","25.9719368688723","26.1935223862528","25.605942080778","",
"Grenada","GRD","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greenland","GRL","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.86521167042449","7.32568643787739","8.31394870079594","7.81982716975758","6.76522723609661","7.71473124255776","8.52966373904846","8.69766927303715","9.37193397451466","10.2471509266561","10.0649764496874","10.863025049451","11.8805491886458","11.6738556692474","11.5527371322703","11.2053914731609","11.8569712023966","12.0593624391049","11.2738146186217","10.3355169516894","10.4352982781384","10.8378142840383","10.8359592026685","11.1022939168874","10.7778159679737","10.3582515698864","10.4215148794664","10.6417792250924","10.5912638288743","10.4982321808311","",
"Guam","GUM","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"High income","HIC","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","14.1469630937159","13.8251275220815","14.2884112640093","13.9301316779552","14.1005819649672","14.4990906688144","14.4220965117486","14.6118789268261","15.0114852631538","15.2487188267858","15.1726704557971","14.5439939177481","14.4683506643139","14.6957778100224","14.7507181520499","15.0505048387361","14.907537251341","14.8983608495507","14.8965841634307","14.8551918755632","14.5058686079494","14.4546559589006","15.1055713268732","15.6403432686196","15.9048247337593","16.1747210836905","16.5935810948983","16.7892636487198","17.2903047482243","16.627792696077","15.5382076240147","15.2672663905625","15.2827830848536","15.9279921302556","16.3617692331266","16.4637306692452","15.9874456869933","14.4741397000619","14.6818600245275","15.0658564982896","15.2845722690349","15.6599519395206","15.8119454553816","15.9044931094115","15.8391949769724","16.1889144847327","15.6633948437026","15.7439399105939","",
"Hong Kong SAR, China","HKG","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Honduras","HND","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","10.6724788712627","10.827397853556","11.1213146447559","11.085409252669","11.6617215008057","13.093741033056","7.90057711456624","8.13705009728722","8.81390861121433","8.64389432701423","","","","","","","","","","","","","","","","","","","","","","13.7464657766749","14.4958593254183","14.5349539639745","15.2383560846971","16.3850005480222","16.1305159842983","14.1619701907107","14.4250984008607","14.7879787886259","14.7474723155071","15.0632419088149","16.5426382434487","17.3444720611594","","","","","",
"Heavily indebted poor countries (HIPC)","HPC","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.3848117109945","11.2216161320757","11.6280570382167","12.014295962097","11.5250746116759","","","","",
"Croatia","HRV","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.7345838798265","22.454488107856","21.7110098931712","23.685217677887","22.8439219244463","22.3532369585762","21.4427580530456","21.8670301496984","21.3088843451509","20.5330823854635","20.5672558524881","20.9011393134949","20.7565052961668","20.5468511952854","19.6665408135383","19.7448967450168","19.1765141424098","19.7316344415716","20.2715099763155","19.9423843681328","20.8456467880009","21.3473431088534","21.4996965088432","21.8345403863804","22.2456372122832","",
"Haiti","HTI","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Hungary","HUN","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.5495302089566","24.0744246668497","25.0104901263433","24.1947853993407","23.1672053186825","22.9160784324738","20.93471548102","20.7652378888534","21.802165164374","22.3784626478492","21.3996571139122","20.8930507009378","20.6575104144177","20.3941680440862","19.9399929575653","19.8334170837429","21.4158475371487","23.2870558924422","23.3493021310846","22.6319452216394","21.0686026676279","22.928098776053","22.9140250609754","23.062381494597","23.2536829606787","23.0924665886757","22.9053998082757","22.5551612623339","22.4846461811017","",
"IBRD only","IBD","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.8911170336935","12.4563818733274","12.9321741912083","12.9737171384203","12.208027871796","12.6627220300692","12.9827695754869","12.8562046689495","12.7106075341921","12.3709048481924","12.2590957978603","12.0737137478982","12.1637586331273","12.2728626090704","","",
"IDA & IBRD total","IBT","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.8616606147104","12.9188647696339","12.142897805919","12.619608234074","12.940578141065","12.8137476210237","12.6644832649229","12.3511809200256","12.2445624439617","12.0568137898359","12.1794743998262","12.2839811546243","","",
"IDA total","IDA","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA blend","IDB","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Indonesia","IDN","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","12.4452234881683","13.8152634228685","15.9693686963018","16.5552699228792","17.8900476507594","17.7215988890467","17.8932559570914","20.2838996546491","21.7798383565442","21.9464341903122","20.0561437871232","18.822865330757","17.4843891433901","18.7508973741776","14.620769821124","15.083694595844","15.0839380513536","15.9572018252866","19.1370837619352","17.1896969094773","17.1229526962939","14.3564203316314","15.9484191945104","14.9647722699912","14.234801940785","16.0118484144708","15.0275881804252","16.3158356093432","","11.5781845835748","11.8269595891699","12.3855320643093","12.3307678952353","","","","13.3106178269489","11.0577865188848","10.5374850612964","11.1581278507445","11.3805899447921","11.2853014633987","10.8355237532905","10.7534877772096","10.3363487033276","9.8772930803788","10.2304494777374","9.75116965101492","",
"IDA only","IDX","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.3475314013439","10.3594231771601","10.6609345566362","10.9091754705421","10.7733991680769","","","","",
"Isle of Man","IMN","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","8.18112088552086","9.02450290810672","9.18183799057709","8.59709420647853","9.30227453062782","9.68904892322302","9.0260717385052","9.21369031468096","9.26912135171453","9.26849740605286","9.30653986452717","10.0754185427955","10.4273088591227","10.4083099657401","10.3567380103292","10.4683445141696","9.99359139611536","10.1709224201253","9.80522844222105","8.53523362003571","8.98177201621707","9.22682469075296","9.23146869089268","9.00857773246063","8.11314351093247","8.63830002757078","8.81014349623956","8.07945444456957","8.67627393097178","9.10808432217665","9.57081708050975","10.0809315264093","11.1293370539256","12.1083469904396","10.9771721522223","9.80972540643427","10.3880397905448","10.1773845336217","10.8367717209692","11.0016256942917","9.98465419071312","10.5697090357471","11.1477384291463","11.3819418742577","11.9720923415384","","",
"Not classified","INX","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","21.8338399449536","22.1427760154862","21.9709536405742","21.2701469316558","23.636636286657","22.5060778244512","22.0829266200982","21.9379672755739","24.1979016431164","25.2839492751165","26.3528623940542","27.5023203888351","28.0858144321154","27.1730361660107","27.3208229510386","27.415218068096","28.716867717678","25.7982577194692","25.3295847943766","25.5985691880163","25.9013672837727","25.8096243391229","27.0241401566583","26.4948589694292","27.1788187715518","26.8834835100094","26.52884490964","26.6965583721443","26.3778725085175","24.2341473682809","23.523480371958","24.1641617069856","25.0884270167557","25.4750567330385","26.8075790805712","25.9197210471175","23.7493026939359","21.9870407355358","21.7955983647228","21.9699374087787","22.5330448603685","22.8833186890148","23.1521865379685","18.7803854531162","18.9409742033103","18.2865068966235","18.2424572185225","18.2048992479681","",
"Iran, Islamic Rep.","IRN","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","8.2655132691582","7.54781091079782","5.41779096385303","8.19407845342415","7.56205850421217","8.2163230083442","8.87085856941687","5.993374742272","5.17028487620869","6.97903560006099","5.92293172684678","6.03398096948067","6.43709659565307","7.32980963794109","6.78425089060438","6.00533842479704","5.43455242310289","5.36975044366969","5.57223654550096","6.16189081192739","6.88118064602608","3.86024599151577","4.37123611618907","6.22079867847972","7.94631513970274","10.1579620986576","8.6443760539106","8.32782333660662","5.86128209634466","5.74690355847496","4.99437771167461","5.20132534963171","5.19532335186139","6.65759371546111","6.21768140952709","5.93768768956558","6.19780928803603","7.35847804149632","","","","","","","","","","","",
"Iraq","IRQ","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.890475146166284","1.24136945083715","1.97927385446317","2.57790375027741","2.01306213413831","1.34196326449391","",
