Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Guinea-Bissau,GNB,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Equatorial Guinea,GNQ,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greece,GRC,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.114508546,11.10517931,12.27124924,11.61831333,11.25013911,10.14318488,8.46757621,11.4963461,12.92549118,13.71025751,12.10901495,12.94977838,12.51486997,
Grenada,GRD,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenland,GRL,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.10481423,4.272388466,1.636444244,47.27186915,8.709056562,47.28592503,1.461120061,1.042660592,78.47655602,4.80662318,4.337200055,1.709252768,,
Guatemala,GTM,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.676232911,4.33437075,4.816683947,6.33731461,4.971641759,5.070397172,5.146507708,5.390300002,5.476202515,5.815896145,5.343573184,5.310930765,4.920136355,
Guam,GUM,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.343429748,0.110975926,0.041325773,0.189114951,0.230409936,0.123526347,0.296978499,0.217317495,0.177562735,0.197005818,0.090739337,0.215506908,1.566056588,
High income,HIC,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.55816551,19.99749508,21.34609647,20.76697354,18.97772123,18.80850947,18.6508143,18.69569686,19.61214846,19.7910683,20.15467986,20.01308919,20.62586783,
"Hong Kong SAR, China",HKG,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.61775211,24.39024971,33.7878947,36.79520761,20.80910312,18.4953547,13.90104709,11.39063745,12.30272072,13.47080891,61.55535972,64.65500016,65.56644476,
Honduras,HND,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.436866979,,2.3120572,2.631471141,1.727579708,2.795222971,,2.579693833,1.308471322,2.837923166,3.123585428,1.962644177,1.966731342,
Heavily indebted poor countries (HIPC),HPC,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.350767079,6.734477598,7.540470578,5.748186015,6.371437917,4.568239732,5.341953844,4.449164288,5.016011795,,
Croatia,HRV,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.500559396,9.519285813,11.30824574,10.1821118,8.691106142,11.81205624,12.49349728,10.43897802,10.70642049,14.4016891,8.734939379,8.837440802,8.304374303,
Haiti,HTI,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hungary,HUN,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0009524,24.96553561,26.72776271,25.92845675,25.17934673,21.22584037,19.38045334,16.69571175,17.08323362,17.607383,17.19094936,16.83471465,17.45780148,
IBRD only,IBD,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.93056871,20.2467128,20.01852117,18.2414777,19.29693434,19.93849774,19.84010198,20.95609576,20.74200893,21.38207031,21.42762632,22.24756798,
IDA & IBRD total,IBT,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.56315717,19.60257417,19.15530717,17.53386474,18.52566168,19.23089573,19.17992126,20.29223227,20.15071268,20.69979522,20.77434691,21.62016312,
IDA total,IDA,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.030751655,1.828713881,2.85918025,3.514195157,3.38731572,4.082346817,5.275974516,5.224473676,3.593543499,3.471259762,,
IDA blend,IDB,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.975600653,1.636455478,1.459513483,2.05102375,2.900281133,2.284055126,7.187913188,3.124041197,2.539792494,2.049764857,2.16845256,
Indonesia,IDN,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.093252,10.6569836,10.69647796,9.606564288,9.305979485,8.903089763,8.002947978,8.455446755,8.222591579,8.097892919,
IDA only,IDX,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.040734062,4.535262853,5.262925375,3.856647442,,3.997020061,6.519127244,,,,
Isle of Man,IMN,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.678178305,7.809744084,7.891523386,7.729531408,8.883288734,9.226508963,8.039628032,7.681523693,7.389559618,9.081063796,10.29886438,
Not classified,INX,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.77473899,28.86986019,26.48791557,22.91752332,24.91812668,25.6204253,24.98408574,24.9275132,28.35438307,32.84874345,29.19505191,24.82553629,25.9734867,
"Iran, Islamic Rep.",IRN,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.495728023,,1.605253434,1.595942691,1.601338158,1.398752641,1.363255652,0.829719049,,
Iraq,IRQ,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iceland,ISL,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.71198415,40.88715252,31.53946038,21.15775407,21.05263442,15.39351807,15.73542791,17.12339434,20.13938729,23.38923164,26.37598498,23.47336502,38.07920363,
Israel,ISR,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.626273484,17.06157585,23.3968275,19.37617209,18.3995425,19.89187058,19.03549644,19.41371306,22.89572703,21.83221755,21.06833006,22.54165881,23.09242282,
Italy,ITA,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.187792634,7.301027576,8.394137082,8.139714843,8.065329249,7.671225862,7.90617846,7.820628028,8.265535563,8.351433611,7.891012603,7.497143688,7.833264155,
Jamaica,JAM,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.951906169,1.923381946,2.970409844,7.331939997,2.079426804,3.566952552,4.572056343,1.036084958,4.127507207,5.739326237,11.30402556,3.064780819,
Jordan,JOR,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.133535156,0.917231145,1.413917336,2.862053244,2.550583978,2.367792919,1.679557613,1.80671198,2.577043113,3.377826713,1.812819656,1.50858476,1.36854377,
Japan,JPN,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.083357,18.84564935,20.54611337,19.13795902,18.40883774,18.27989673,17.80868069,17.79096365,18.07168447,17.62585119,17.6042139,17.31140155,17.02289176,
Kazakhstan,KAZ,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.68688717,35.35914604,25.6819741,31.0130054,38.55300499,39.28864948,43.44494839,32.14328046,24.24211915,23.47848968,29.77547838,
Kenya,KEN,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.694291356,6.062373102,6.716967001,,,4.068780736,,4.365945901,7.586035054,3.348549014,3.613323213,4.592515618,
Kyrgyz Republic,KGZ,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.119105541,5.044537606,1.230755469,3.958059749,4.782588717,5.433781031,2.048257665,12.24602006,19.92677622,17.62284033,8.05235288,6.767634258,
Cambodia,KHM,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.046797641,0.091650038,0.208915166,0.15340939,0.114782587,0.259104007,1.212855098,0.505628348,1.535160357,1.858680898,1.742382592,1.409278877,1.194021495,
Kiribati,KIR,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.759484638,1.382543247,2.759441361,,,,
St. Kitts and Nevis,KNA,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.039078365,1.301051927,0.116633026,35.76767411,35.1205966,27.63543911,23.28034244,25.76347428,34.60264021,,,
"Korea, Rep.",KOR,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.22768451,30.33420827,32.06482384,32.07527106,28.18299356,28.2250179,29.81807664,30.0603674,31.22728013,30.52687547,32.55002668,36.39144251,32.4074909,
Kuwait,KWT,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.118550863,2.772107903,,1.659975713,0.13387561,0.127428516,0.146947066,0.203527701,4.11750765,0.90276949,
Latin America & Caribbean (excluding high income),LAC,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.169972,15.52699151,14.82774784,13.58378919,13.79538151,13.8491137,14.04479659,14.56172074,15.35657139,15.31695805,14.74892323,14.77901952,
Lao PDR,LAO,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.325823486,8.161973359,8.77232289,9.813602163,24.9943425,35.18019606,33.57410029,37.95044722,38.01673934,20.60946392,
Lebanon,LBN,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.047729609,3.388611011,8.236498901,24.11593587,2.950564941,2.290655258,2.700951336,2.521160938,2.188008533,2.8225451,7.609520855,2.354760951,,
Liberia,LBR,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Libya,LBY,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Lucia,LCA,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.167351265,8.518445421,6.26898307,4.558693322,6.42816144,4.569022939,14.33878777,10.54759421,
Latin America & Caribbean,LCN,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.19386146,14.18467289,13.63354307,13.33993057,13.05205116,13.25057201,13.26115445,13.79744703,14.5803163,14.55258136,14.03796235,14.19931507,
Least developed countries: UN classification,LDC,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.157955559,9.553011635,,,,
Low income,LIC,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liechtenstein,LIE,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.877681285,0.979319729,1.130071585,1.035499522,0.950917409,1.039435459,0.954805671,0.891656314,0.943903946,1.019916604,,,
Lower middle income,LMC,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.682521256,5.767422256,6.521323322,7.65000665,9.362983086,10.06690898,11.29956165,12.21313852,16.23858093,17.04162855,19.25967819,
Low & middle income,LMY,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.65880514,20.69653634,20.04951041,18.17080807,19.27889205,19.98989824,19.93792071,21.06873055,20.92506941,21.54617636,21.63420398,22.60779247,
Lesotho,LSO,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.212663319,0.144839388,0.208562084,,,
Late-demographic dividend,LTE,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0130513,18.85054057,23.85754012,23.75841521,21.57410654,21.31538801,21.85142875,22.12149076,23.6686594,23.67609371,23.54532388,23.28035239,23.79114586,
Lithuania,LTU,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.50089448,11.83049038,10.6033404,11.25106392,10.61569361,11.03829888,11.02308516,11.13996319,12.78353834,12.64318504,12.58001735,12.10270948,12.03012759,
Luxembourg,LUX,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.70993361,8.010868708,10.31988504,8.776426552,9.046388991,8.68040788,6.843410364,5.9724979,7.106325883,7.967048244,7.147935404,6.973223984,6.56093708,
Latvia,LVA,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.50352085,7.452714623,8.755891101,8.451890709,9.470801178,11.40636947,15.4219758,17.72703908,18.92450337,17.24329818,17.71788063,20.57557838,17.24152126,
"Macao SAR, China",MAC,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.781777505,3.471766495,7.036238353,,,,,0.163745238,,,,,,
St. Martin (French part),MAF,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.703917011,3.744984772,3.863137661,4.0274618,4.89982035,
Monaco,MCO,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.842389499,9.716681854,7.422116404,5.132546774,2.7667288,5.340283432,4.617075953,3.483887499,5.393474553,2.531574008,2.964391094,
Madagascar,MDG,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.082028332,0.721275582,1.720136328,1.214387924,9.729187777,0.455654597,0.472787127,0.637364472,0.256953832,0.768859294,0.50394209,0.395051888,0.366303746,
Maldives,MDV,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025307379,0.14397589,,,
Middle East & North Africa,MEA,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.722021062,3.659372513,3.293255929,5.206197149,5.153719345,3.906193783,3.784115189,4.082582645,4.663953285,
Mexico,MEX,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.59007077,22.7121634,22.16713495,21.16782362,21.39471669,20.52990051,20.21722101,19.59355182,20.6431722,21.18307543,20.90818155,20.42305256,
Marshall Islands,MHL,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle income,MIC,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.76833093,20.724473,20.14744375,18.23586775,19.32584865,20.04452732,20.00045118,21.14094354,21.0192285,21.63798178,21.71396892,22.63517976,
North Macedonia,MKD,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.902080461,1.291531138,3.164569027,3.556675518,4.110183411,4.070492672,3.782498779,3.296017976,3.369131035,2.081807154,3.981615625,4.049079845,4.222575404,
Mali,MLI,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.209588926,,4.48315327,4.391430312,2.256469332,,,,6.499346633,1.244275184,,,
Malta,MLT,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.04066925,50.4457335,48.03183702,47.17772341,47.51594083,46.09225956,38.75162471,34.75993281,30.84408021,22.28324593,30.61758572,33.15521866,29.78167614,
Myanmar,MMR,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002681273,0.201949575,1.013571984,0.268343897,0.627031527,0.469787769,7.533836716,6.028703119,4.344242374,2.750520024,
Middle East & North Africa (excluding high income),MNA,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.124421868,,,,2.072696977,2.123083389,2.236985736,,,
Montenegro,MNE,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.032367604,23.56673331,10.34142913,8.253606497,10.78467825,7.904502907,14.61958358,12.76544024,5.564621508,4.237936321,3.153848877,,
Mongolia,MNG,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.70594784,,,,,,16.2910692,19.61596997,4.164654231,16.48462057,3.467945584,4.99382363,18.94402064,
Northern Mariana Islands,MNP,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.74088768,13.86739731,5.716550982,,1.672105927,11.85475211,5.648433095,,
Mauritania,MRT,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002046525,,,0.013144802,
Mauritius,MUS,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.475826284,2.007739291,0.693280217,0.800067383,0.929231407,0.575721791,0.029877141,0.114088195,0.108502819,2.38541138,2.597958798,2.143742448,
Malawi,MWI,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.40727263,3.701807164,2.206416545,15.65687989,2.1113888,11.45701603,4.072816594,2.424888902,19.90866934,11.50193677,2.91470139,7.255989392,
Malaysia,MYS,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.87170719,49.311854,47.22455138,47.50221331,48.47126951,49.22759301,48.48811605,49.07043436,51.1311255,53.27388875,51.84896235,
North America,NAC,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.7778924,25.8234807,23.54839642,21.55573544,19.75460052,19.6154933,19.57944102,19.73999949,20.5807699,21.28217431,18.66036991,18.19484419,18.48533884,
Namibia,NAM,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.422914474,1.142609886,1.631672893,1.969243707,1.825752639,5.367871807,2.792034787,3.64693311,0.439232074,2.225346267,0.181794602,0.219642271,0.236883641,
New Caledonia,NCL,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.660733754,8.559208201,0.895989491,15.44593369,10.75819123,14.03023306,13.15387719,5.26729582,,,,,
Niger,NER,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.39210839,8.046536185,5.821426333,13.19646582,57.68815982,60.29985291,15.86162384,2.979382799,8.089111448,2.968477835,,
Nigeria,NGA,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.977161375,1.1028981,1.275536163,1.978077378,3.059587189,2.265712058,12.26259782,2.351026085,2.330351742,1.928170245,1.482401172,
Nicaragua,NIC,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.739661513,0.947223752,5.902934562,5.383435505,6.711652811,0.262801732,0.395542695,0.468464212,0.583114218,0.798709505,0.599501197,0.676881793,1.062570506,
Netherlands,NLD,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.05965089,26.04180995,28.03612894,27.88421381,25.23701609,25.51466221,24.74114286,24.62600197,24.10412588,24.03992027,23.03818505,22.5333026,23.06481147,
Norway,NOR,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.98035963,18.66944909,19.82107045,20.46978257,21.60056309,21.16410897,21.06368047,22.37551714,22.33312634,21.01214131,21.63350708,21.26694101,22.61836249,
Nepal,NPL,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.428628768,0.686184554,0.415308031,0.136727857,0.321841421,0.719637884,0.635275668,0.822554461,1.18426055,,,
Nauru,NRU,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
