Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
New Zealand,NZL,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.04213008,9.320599162,9.910354633,9.670709553,9.992060147,10.08248858,10.72641037,9.915461821,10.11574406,10.88208003,9.259377698,9.847063813,9.865713421,
OECD members,OED,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.09692311,18.6886406,19.49921381,19.21115556,18.30010122,18.61363485,18.68399512,18.65694626,19.34809661,19.63024516,17.81272684,17.58347303,17.91117618,
Oman,OMN,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.393229717,3.443912015,4.36109407,3.243235719,1.521005565,1.116738628,1.258040481,,
Other small states,OSS,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.03519982,,8.924278548,6.67544358,6.081036488,6.275459137,9.567002307,7.174261852,8.410200901,7.268172078,8.457633647,
Pakistan,PAK,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.924735018,1.767061423,1.728023545,1.844092524,1.725331234,1.924888898,1.448112842,1.610357677,1.957391636,2.176368742,2.169894282,2.302693347,
Panama,PAN,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.234267169,1.373899883,0.826045658,36.20956289,12.75313801,14.39693276,6.133474503,6.074324355,9.189359908,13.70781231,,,
Peru,PER,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.950094033,3.728640053,6.967140396,6.542262163,3.82556958,4.109467411,4.252188305,5.414344428,4.815734487,5.139985364,4.681209312,4.078138711,
Philippines,PHL,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.31752511,61.34579397,62.24658142,
Palau,PLW,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.28263822,41.21994309,60.45686096,26.82768045,51.68388214,,
Papua New Guinea,PNG,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.76377845,4.456405985,,,,,,,,
Poland,POL,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.77680596,5.231002996,7.080921811,7.717129655,6.6196263,7.897692808,8.860413634,10.259811,11.02081018,11.02917726,10.90769366,10.62125694,10.11288296,
Pre-demographic dividend,PRE,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Puerto Rico,PRI,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Dem. People’s Rep.",PRK,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,PRT,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.60303056,8.237526819,4.795556968,4.073176313,4.132772909,4.492890955,4.700111953,4.882511536,5.081193949,5.805325286,5.988083215,5.283888297,6.942215276,
Paraguay,PRY,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.963560243,9.599998649,12.03393609,8.629719206,10.0073322,8.838164028,8.626709271,6.803182932,6.03842113,7.636267773,6.431356166,9.735859905,7.182844204,
West Bank and Gaza,PSE,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.068595177,0.185536046,0.13035021,0.355480921,0.208594532,0.316657811,0.094799442,0.234222699,0.961927863,0.717403679,0.615204111,0.850022139,1.806630639,
Pacific island small states,PSS,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.955300385,4.481301541,3.828008249,3.942232307,,,3.41598722,4.073189557,5.836557967,4.492233001,5.809733652,2.279035222,
Post-demographic dividend,PST,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.68144386,20.48198848,21.57132833,21.75652675,19.94622457,20.21118363,20.18100764,19.93294383,20.62802453,20.74234974,21.31028316,21.33960356,21.94164127,
French Polynesia,PYF,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.274124228,5.000212961,17.73558079,2.598981554,7.925036654,15.56429988,11.82096296,,,,,
Qatar,QAT,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.027080653,,0.005507629,0.002334602,0.000580959,0.049124708,5.196289125,0.001132908,0.00550624,1.798843102,0.002503856,
Romania,ROU,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.414387793,6.922149054,10.37230763,12.52827031,11.63583967,8.179880332,7.398175906,8.413356782,9.418182646,10.39244372,9.779693695,10.07741425,11.07256524,
Russian Federation,RUS,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.238133301,7.03333404,9.715599939,9.563299463,8.505657796,9.159842813,10.73281474,12.18386152,16.08198979,15.86382199,12.44106826,11.43970467,13.00276494,
Rwanda,RWA,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.24967038,7.117718759,13.72529281,5.085104054,4.997348615,11.85598974,15.32509324,13.53127924,2.661184338,2.571565367,10.55160075,
South Asia,SAS,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.360391493,6.937177599,6.947837942,6.8163938,7.78877275,8.471228041,6.865746724,7.063714222,6.857568296,8.736968496,9.894302684,
Saudi Arabia,SAU,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.684451151,0.778048813,1.095950717,0.750807804,0.590662976,0.661180465,0.712561212,0.590576497,0.787293711,1.304857803,0.734713746,0.543860569,0.648362934,
Sudan,SDN,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.102384311,32.74875339,0.202906282,1.383892849,,,,,,,,,
Senegal,SEN,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.810153022,13.63292697,1.862569172,0.895733605,0.862200758,1.480066987,1.824324499,3.749574829,2.71866597,2.162913757,2.809059816,0.935341144,
Singapore,SGP,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.52859221,52.75668997,50.93045884,52.37193121,47.77568771,48.51652374,50.46861735,50.86894859,52.43906167,52.49432279,53.22024204,51.75669967,52.12820793,
Solomon Islands,SLB,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.799395181,1.742905012,1.0224634,1.359223255,,
Sierra Leone,SLE,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008480894,0.006537046,0.001261473,0.064879818,0.735508192,,
El Salvador,SLV,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.316909676,5.891204912,6.469407478,7.323011419,6.635779953,6.007837882,5.655348284,5.652604038,4.982968822,5.373189235,5.736899848,6.127906351,5.126159061,
San Marino,SMR,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Somalia,SOM,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serbia,SRB,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.545214644,,,,,,,,,,,,,
Sub-Saharan Africa (excluding high income),SSA,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.584465935,4.30277067,5.095759097,4.894232911,5.06860176,7.989082174,6.495521656,6.507051005,4.515981444,3.937159946,
South Sudan,SSD,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sub-Saharan Africa,SSF,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.533493482,4.243447743,5.023613052,4.840843454,4.981381096,7.845539157,6.365443123,6.612474841,4.487191578,3.894266634,
Small states,SST,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.33348419,,8.823267673,6.55181408,6.006987787,6.218569797,9.313694606,6.941663515,8.216517526,7.178089234,8.337843549,
Sao Tome and Principe,STP,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.001836969,14.54785828,14.51788571,1.38764213,46.95713857,68.14284925,34.66415585,45.96726967,17.03026394,
Suriname,SUR,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.22401616,6.935176211,25.08869068,10.88441202,14.93506503,10.81283568,20.03224728,10.27714639,5.821902288,12.52179912,
Slovak Republic,SVK,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.392435084,5.085142922,6.356168205,7.354641744,7.523075635,9.577895165,11.02396828,11.14764922,11.15859177,10.75113426,11.76540286,10.63636485,9.912570585,
Slovenia,SVN,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.685398149,6.483709635,6.847766281,6.08031907,6.217701465,6.663193774,6.73855967,6.417225503,7.025375595,7.151213694,6.509791222,6.825121199,7.354029839,
Sweden,SWE,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.87960968,17.35715,18.8582209,19.68053311,18.78196492,18.03589271,18.03461474,17.99873414,18.12499451,18.27160547,15.40393423,14.37504015,14.6126695,
Eswatini,SWZ,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.349978057,0.274186678,0.23130849,0.076379794,0.065735529,0.097260248,0.081342713,0.232643859,0.199860512,0.29324389,0.924127066,0.274638735,
Sint Maarten (Dutch part),SXM,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,SYC,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.88018219,5.862670478,8.107838676,3.738239991,49.63209086,5.243567539,2.19832182,
Syrian Arab Republic,SYR,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.881492192,1.572221094,1.507287506,,,,,,,,,,
Turks and Caicos Islands,TCA,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.100620439,2.19852999,,,,,,,,
Chad,TCD,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific (IDA & IBRD countries),TEA,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.7152629,28.07061756,32.56736608,30.70888975,29.072871,29.65526975,30.37198625,29.15069343,29.84968802,29.85032441,31.57028558,31.96435133,31.69196324,
Europe & Central Asia (IDA & IBRD countries),TEC,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.382186601,5.522101615,8.60289662,9.273734483,7.872271924,8.806535155,10.15964021,10.79133106,11.94585829,11.10105888,9.657603776,9.284579496,10.29627085,
Togo,TGO,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.039613626,0.076542176,0.048432554,0.302255197,0.171441645,0.220281691,0.154375376,0.430004083,0.09980307,0.74055702,0.266495429,0.147649582,
Thailand,THA,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.89899842,26.34128517,27.5067049,26.29237293,22.71110277,22.84198202,22.14121394,22.68617529,23.94521256,24.1869014,25.12417341,23.72269295,23.61064719,
Tajikistan,TJK,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turkmenistan,TKM,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latin America & the Caribbean (IDA & IBRD countries),TLA,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.19386146,14.27331818,13.70001609,13.35297527,13.0546386,13.26533205,13.27242456,13.81617878,14.65700689,14.59630263,14.09056551,14.20029375,
Timor-Leste,TLS,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East & North Africa (IDA & IBRD countries),TMN,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.140537203,,,,2.083252881,2.136046197,2.252157943,,,
Tonga,TON,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.09134111,0.038762918,0.07884325,6.630684691,5.973503093,2.696506088,,,,,,
South Asia (IDA & IBRD),TSA,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.360391493,6.937177599,6.947837942,6.8163938,7.78877275,8.471228041,6.865746724,7.063714222,6.857568296,8.736968496,9.894302684,
Sub-Saharan Africa (IDA & IBRD countries),TSS,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.533493482,4.243447743,5.023613052,4.840843454,4.981381096,7.845539157,6.365443123,6.612474841,4.487191578,3.894266634,
Trinidad and Tobago,TTO,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.604635611,0.774398407,0.259351813,0.092252728,0.123158048,0.762964138,0.181789479,0.136127589,0.137844786,,,,,
Tunisia,TUN,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.606503597,6.85508417,8.006293808,8.326128465,7.057662263,6.458873599,6.765407908,7.785447378,7.930065621,7.389962485,6.797048517,6.885865649,
Turkey,TUR,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.172191965,1.857103725,2.023809682,2.200943062,2.115045777,2.164143057,2.290831878,2.331888286,2.58002034,2.513109351,2.903446168,2.330918843,3.043567807,
Tuvalu,TUV,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tanzania,TZA,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.23014988,3.482623806,3.866558456,5.902994821,11.34277516,6.714585786,3.384020409,0.853175014,2.319270394,2.559571657,6.891609053,,
Uganda,UGA,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.48889549,1.305182037,2.570754844,22.55284519,21.88364964,2.107997372,2.678430137,2.297024304,2.046649447,2.053875668,3.530151591,,
Ukraine,UKR,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.069675872,7.033270678,6.853414779,7.691961601,8.7462997,7.409918601,6.438007168,5.578933779,,
Upper middle income,UMC,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.15923233,23.66410803,23.16166884,20.76753456,21.92369689,22.31360321,22.07187426,23.35764727,23.05261263,23.01612727,22.8422178,23.42120393,
Uruguay,URY,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.678288222,5.328904091,6.360343323,7.260326909,6.697487371,9.903988677,9.228398711,8.553454711,14.74248759,10.59605342,8.491142633,7.621977974,8.271266734,
United States,USA,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.37322923,28.85784981,24.86777418,23.001461,20.98457948,20.55940432,20.52684609,20.86079735,21.75986712,22.72374714,19.5199017,18.74174054,18.93354799,
Uzbekistan,UZB,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.611452236,0.464918974,0.725248058,
St. Vincent and the Grenadines,VCT,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.819113296,0.155865233,0.026135304,0.050756063,0.214005,0.046039138,,0.003988753,0.000819764,0.001089288,9.926151019,
"Venezuela, RB",VEN,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Virgin Islands,VGB,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virgin Islands (U.S.),VIR,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vietnam,VNM,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.829579032,10.52367722,13.12845176,18.81052406,27.16079684,33.59562197,32.05589553,36.36841281,38.05584795,41.73807003,40.75124077,40.43606065,
Vanuatu,VUT,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
World,WLD,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.51271827,19.49962149,21.18709815,20.56700385,18.74097005,18.94626519,19.04641905,19.05677295,20.04011166,20.11567892,20.56658606,20.49575067,21.22886197,
Samoa,WSM,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.573530825,1.270792386,1.030545546,0.301258665,0.695837344,1.976740084,0.814942122,1.018478814,1.394586109,3.095229539,2.279035222,
Kosovo,XKX,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yemen, Rep.",YEM,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.579934003,0.572957491,0.665766124,0.673180158,3.301955175,1.450963852,8.016892182,,,,,
South Africa,ZAF,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.954104058,5.482520236,5.915976686,6.23054382,6.20210557,6.685170637,6.524672378,6.662134573,7.420193549,6.657803321,5.679586456,5.287441295,4.894529683,
Zambia,ZMB,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.437535833,1.456437465,0.756216108,1.735641026,3.97659305,2.248590388,1.69861411,6.786930823,27.41333278,4.109835547,2.002261683,2.313785373,
Zimbabwe,ZWE,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.36418329,2.794786,1.950834496,2.781006711,6.219149744,2.952924567,1.464182709,3.28237683,5.168145724,2.591861149,2.065818145,4.954689112,
